user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
20170700_S25_31	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003164815	GCA_003164815.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003164815	99.87	0.98	GCA_003164815.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003164815	99.87	0.98	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003135575.1, s__BOG-1369 sp003135575, 95.0, 77.68, 0.12	73.91	11	N/A	N/A
20170700_S25_41	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	98.51	0.97	GCA_003158275.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003158275	98.19	0.63	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	ANI	topological placement and ANI have incongruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 89.73, 0.88; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 89.15, 0.89; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.45, 0.61; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.07, 0.31	97.71	11	N/A	N/A
20170700_S33_15	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.79	0.97	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.79	0.97	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 96.73, 0.62; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 89.5, 0.82; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 88.93, 0.82; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.5, 0.56; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.21, 0.3	97.7	11	N/A	N/A
20170700_S33_16	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp003164755	GCA_003164755.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp003164755	99.91	0.96	GCA_003164755.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp003164755	99.91	0.96	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003157235.1, s__Methanosarcina sp003157235, 95.0, 88.83, 0.67; GCA_001714685.2, s__Methanosarcina sp001714685, 95.0, 79.73, 0.51; GCA_017883485.1, s__Methanosarcina sp017883485, 95.0, 78.63, 0.35; GCA_002499445.1, s__Methanosarcina sp002499445, 95.0, 77.75, 0.25; GCA_002505485.1, s__Methanosarcina sp002505485, 95.0, 77.72, 0.29; GCF_002287235.1, s__Methanosarcina spelaei, 95.0, 77.69, 0.28; GCF_000969905.1, s__Methanosarcina vacuolata, 95.0, 77.65, 0.29; GCA_002509325.1, s__Methanosarcina sp002509325, 95.0, 77.61, 0.23; GCF_001304615.2, s__Methanosarcina flavescens, 95.0, 77.54, 0.25; GCF_000970025.1, s__Methanosarcina barkeri, 95.0, 77.53, 0.28; GCA_002496565.1, s__Methanosarcina sp002496565, 95.0, 77.51, 0.27; GCF_000195895.1, s__Methanosarcina barkeri_B, 95.0, 77.51, 0.29; GCF_000970305.1, s__Methanosarcina barkeri_A, 95.0, 77.47, 0.28; GCF_000969885.1, s__Methanosarcina thermophila, 95.0, 77.35, 0.23; GCF_004099695.1, s__Methanosarcina sp004099695, 95.0, 77.34, 0.26; GCF_000969965.1, s__Methanosarcina sp000969965, 95.0, 77.2, 0.23; GCF_000970285.1, s__Methanosarcina horonobensis, 95.0, 77.15, 0.23; GCF_000979455.1, s__Methanosarcina sp000979455, 95.0, 77.13, 0.23; GCA_013331275.1, s__Methanosarcina sp11020u, 95.0, 77.08, 0.23; GCF_000970085.1, s__Methanosarcina siciliae, 95.0, 77.07, 0.19; GCF_000007345.1, s__Methanosarcina acetivorans, 95.0, 77.06, 0.23; GCF_000970265.1, s__Methanosarcina lacustris, 95.0, 77.02, 0.22; GCF_000970205.1, s__Methanosarcina mazei, 95.0, 76.93, 0.19; GCA_013331265.1, s__Methanosarcina sp10923u, 95.0, 76.8, 0.15; GCA_013330315.1, s__Methanosarcina sp8098u, 95.0, 76.37, 0.11	76.39	11	N/A	N/A
20170700_S33_21	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003164815	GCA_003164815.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003164815	99.93	0.97	GCA_003164815.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003164815	99.93	0.97	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003135575.1, s__BOG-1369 sp003135575, 95.0, 77.28, 0.12	90.81	11	N/A	N/A
20170700_S34_19	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003164815	GCA_003164815.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003164815	99.94	0.97	GCA_003164815.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003164815	99.94	0.97	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003135575.1, s__BOG-1369 sp003135575, 95.0, 77.19, 0.11	90.81	11	N/A	N/A
20170700_S34_22	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.62	0.98	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.62	0.98	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 97.8, 0.64; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 90.08, 0.9; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 89.52, 0.87; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.46, 0.63; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.23, 0.34	97.71	11	N/A	N/A
20170700_S35_11	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp003164755	GCA_003164755.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp003164755	99.9	0.95	GCA_003164755.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp003164755	99.9	0.95	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003157235.1, s__Methanosarcina sp003157235, 95.0, 89.3, 0.74; GCA_001714685.2, s__Methanosarcina sp001714685, 95.0, 80.02, 0.48; GCA_017883485.1, s__Methanosarcina sp017883485, 95.0, 78.71, 0.38; GCA_002505485.1, s__Methanosarcina sp002505485, 95.0, 77.85, 0.3; GCA_002509325.1, s__Methanosarcina sp002509325, 95.0, 77.85, 0.24; GCA_002499445.1, s__Methanosarcina sp002499445, 95.0, 77.81, 0.25; GCF_002287235.1, s__Methanosarcina spelaei, 95.0, 77.69, 0.28; GCF_001304615.2, s__Methanosarcina flavescens, 95.0, 77.67, 0.24; GCA_002496565.1, s__Methanosarcina sp002496565, 95.0, 77.58, 0.28; GCF_000970305.1, s__Methanosarcina barkeri_A, 95.0, 77.58, 0.27; GCF_000195895.1, s__Methanosarcina barkeri_B, 95.0, 77.54, 0.28; GCF_000969905.1, s__Methanosarcina vacuolata, 95.0, 77.49, 0.29; GCF_004099695.1, s__Methanosarcina sp004099695, 95.0, 77.49, 0.25; GCF_000969885.1, s__Methanosarcina thermophila, 95.0, 77.41, 0.22; GCF_000970025.1, s__Methanosarcina barkeri, 95.0, 77.38, 0.3; GCF_000979455.1, s__Methanosarcina sp000979455, 95.0, 77.33, 0.23; GCF_000969965.1, s__Methanosarcina sp000969965, 95.0, 77.28, 0.22; GCF_000007345.1, s__Methanosarcina acetivorans, 95.0, 77.28, 0.22; GCA_013331275.1, s__Methanosarcina sp11020u, 95.0, 77.2, 0.23; GCF_000970265.1, s__Methanosarcina lacustris, 95.0, 77.17, 0.22; GCF_000970205.1, s__Methanosarcina mazei, 95.0, 77.14, 0.19; GCF_000970285.1, s__Methanosarcina horonobensis, 95.0, 77.07, 0.23; GCF_000970085.1, s__Methanosarcina siciliae, 95.0, 77.03, 0.2; GCA_013331265.1, s__Methanosarcina sp10923u, 95.0, 76.83, 0.15; GCA_013330315.1, s__Methanosarcina sp8098u, 95.0, 76.68, 0.12	93.47	11	N/A	N/A
20170700_S35_20	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003158115	GCA_003158115.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003158115	99.23	0.88	GCA_003158115.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp003158115	99.23	0.88	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003164415.1, s__Methanobacterium_B sp003164415, 95.0, 89.81, 0.73; GCA_003151535.1, s__Methanobacterium_B sp003151535, 95.0, 88.87, 0.8; GCA_003162115.1, s__Methanobacterium_B sp003162115, 95.0, 81.51, 0.62; GCA_003162655.1, s__Methanobacterium_B sp003162655, 95.0, 80.95, 0.56; GCF_000744455.1, s__Methanobacterium_B sp000744455, 95.0, 79.59, 0.48; GCF_000191585.1, s__Methanobacterium_B lacus, 95.0, 78.3, 0.24; GCA_009712615.1, s__Methanobacterium_B sp009712615, 95.0, 78.24, 0.22	49.32	11	N/A	N/A
20170700_S35_8	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__	N/A	N/A	N/A	N/A	N/A	GCA_003164295.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003164295	80.21	0.51	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003133625.1, s__PALSA-986 sp003133625, 95.0, 78.7, 0.36; GCA_003151735.1, s__PALSA-986 sp003151735, 95.0, 77.92, 0.3; GCA_003165195.1, s__PALSA-986 sp003165195, 95.0, 77.88, 0.27; GCA_003141855.1, s__PALSA-986 sp003141855, 95.0, 77.79, 0.24; GCA_903901015.1, s__PALSA-986 sp903901015, 95.0, 77.66, 0.23; GCA_009776805.1, s__PALSA-986 sp009776805, 95.0, 77.47, 0.04; GCA_012511995.1, s__PALSA-986 sp012511995, 95.0, 77.3, 0.06; GCA_009787175.1, s__PALSA-986 sp009787175, 95.0, 77.28, 0.08; GCA_011332615.1, s__PALSA-986 sp011332615, 95.0, 77.11, 0.13; GCA_009783705.1, s__PALSA-986 sp009783705, 95.0, 77.05, 0.06; GCA_011367965.1, s__PALSA-986 sp011367965, 95.0, 76.93, 0.12; GCA_012513715.1, s__PALSA-986 sp012513715, 95.0, 76.77, 0.1; GCA_012515445.1, s__PALSA-986 sp012515445, 95.0, 76.61, 0.09; GCA_003589585.1, s__PALSA-986 sp003589585, 95.0, 76.54, 0.15; GCA_009778385.1, s__PALSA-986 sp009778385, 95.0, 76.48, 0.06; GCA_009787585.1, s__PALSA-986 sp009787585, 95.0, 76.44, 0.07; GCA_009779045.1, s__PALSA-986 sp009779045, 95.0, 76.42, 0.08; GCA_009781675.1, s__PALSA-986 sp009781675, 95.0, 76.19, 0.06; GCA_009781395.1, s__PALSA-986 sp009781395, 95.0, 75.76, 0.06	94.84	11	0.9610021392297927	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
3300022524_5	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	98.8	0.74	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	98.8	0.74	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 96.18, 0.65; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 88.92, 0.64; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 88.42, 0.7; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.39, 0.43; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 78.59, 0.3	89.66	11	N/A	N/A
3300022830_3	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp003166335	GCA_003166335.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp003166335	99.13	0.81	GCA_003166335.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp003166335	99.13	0.81	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661405.1, s__Methanobacterium_A sp015661405, 95.0, 86.77, 0.71; GCA_003161815.1, s__Methanobacterium_A sp003161815, 95.0, 84.19, 0.61; GCA_011620845.1, s__Methanobacterium_A sp011620845, 95.0, 77.87, 0.1; GCA_002067565.1, s__Methanobacterium_A sp002067565, 95.0, 77.66, 0.16; GCA_002067325.1, s__Methanobacterium_A sp002067325, 95.0, 77.58, 0.09; GCA_017883605.1, s__Methanobacterium_A sp017883605, 95.0, 77.56, 0.14; GCA_002495625.1, s__Methanobacterium_A sp002495625, 95.0, 77.53, 0.09; GCA_002494495.1, s__Methanobacterium_A sp002494495, 95.0, 77.31, 0.11; GCA_018263005.1, s__Methanobacterium_A sp018263005, 95.0, 77.24, 0.13; GCA_002502855.1, s__Methanobacterium_A sp002502855, 95.0, 77.17, 0.09	90.39	11	N/A	N/A
3300023088_11	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	97.35	0.75	GCA_003158275.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003158275	96.18	0.62	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	ANI	topological placement and ANI have incongruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 88.86, 0.65; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 88.41, 0.71; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.29, 0.44; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 78.86, 0.29	97.71	11	N/A	N/A
3300023090_6	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.39	0.74	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.39	0.74	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 95.78, 0.64; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 88.88, 0.64; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 88.32, 0.7; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.16, 0.44; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 78.81, 0.3	89.66	11	N/A	N/A
3300023091_10	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__	N/A	N/A	N/A	N/A	N/A	GCA_003164295.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003164295	80.0	0.51	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003133625.1, s__PALSA-986 sp003133625, 95.0, 78.27, 0.37; GCA_003165195.1, s__PALSA-986 sp003165195, 95.0, 77.77, 0.27; GCA_003141855.1, s__PALSA-986 sp003141855, 95.0, 77.64, 0.23; GCA_003151735.1, s__PALSA-986 sp003151735, 95.0, 77.49, 0.27; GCA_903901015.1, s__PALSA-986 sp903901015, 95.0, 77.15, 0.17; GCA_011332615.1, s__PALSA-986 sp011332615, 95.0, 76.78, 0.12; GCA_009781675.1, s__PALSA-986 sp009781675, 95.0, 76.78, 0.05; GCA_012515445.1, s__PALSA-986 sp012515445, 95.0, 76.67, 0.07; GCA_011367965.1, s__PALSA-986 sp011367965, 95.0, 76.67, 0.1; GCA_009776805.1, s__PALSA-986 sp009776805, 95.0, 76.63, 0.03; GCA_003589585.1, s__PALSA-986 sp003589585, 95.0, 76.47, 0.12; GCA_009787175.1, s__PALSA-986 sp009787175, 95.0, 76.32, 0.05; GCA_012513715.1, s__PALSA-986 sp012513715, 95.0, 76.29, 0.08; GCA_009783705.1, s__PALSA-986 sp009783705, 95.0, 76.16, 0.05; GCA_009778385.1, s__PALSA-986 sp009778385, 95.0, 76.12, 0.05; GCA_012511995.1, s__PALSA-986 sp012511995, 95.0, 75.79, 0.05; GCA_009781395.1, s__PALSA-986 sp009781395, 95.0, 75.74, 0.04; GCA_009787585.1, s__PALSA-986 sp009787585, 95.0, 75.66, 0.05; GCA_009779045.1, s__PALSA-986 sp009779045, 95.0, 75.62, 0.04	67.25	11	0.9568967498949528	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
3300023101_10	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003164815	GCA_003164815.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003164815	99.91	0.96	GCA_003164815.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__BOG-1369 sp003164815	99.91	0.96	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__BOG-1369;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003135575.1, s__BOG-1369 sp003135575, 95.0, 77.06, 0.13	90.81	11	N/A	N/A
3300023101_11	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.7	0.95	GCA_003139855.1	96.4034	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	99.7	0.95	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 96.07, 0.62; GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 88.54, 0.74; GCA_003162175.1, s__Bog-38 sp003162175, 95.0, 88.48, 0.71; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.1, 0.51; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 78.55, 0.28	79.74	11	N/A	N/A
3300023248_8	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.58	0.92	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.58	0.92	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 91.0, 0.83; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 88.76, 0.85; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 88.55, 0.6; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.37, 0.6; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 79.16, 0.33	80.72	11	N/A	Genome has more than 13.2% of markers with multiple hits
3300026368_3	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp003166335	GCA_003166335.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp003166335	98.94	0.83	GCA_003166335.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp003166335	98.94	0.83	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661405.1, s__Methanobacterium_A sp015661405, 95.0, 86.96, 0.75; GCA_003161815.1, s__Methanobacterium_A sp003161815, 95.0, 84.32, 0.57; GCA_011620845.1, s__Methanobacterium_A sp011620845, 95.0, 78.1, 0.11; GCA_002067325.1, s__Methanobacterium_A sp002067325, 95.0, 77.83, 0.1; GCA_002494495.1, s__Methanobacterium_A sp002494495, 95.0, 77.72, 0.12; GCA_017883605.1, s__Methanobacterium_A sp017883605, 95.0, 77.7, 0.16; GCA_002067565.1, s__Methanobacterium_A sp002067565, 95.0, 77.62, 0.15; GCA_002495625.1, s__Methanobacterium_A sp002495625, 95.0, 77.46, 0.12; GCA_002502855.1, s__Methanobacterium_A sp002502855, 95.0, 77.19, 0.1; GCA_018263005.1, s__Methanobacterium_A sp018263005, 95.0, 77.07, 0.14	85.71	11	N/A	N/A
3300026451_4	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.68	0.95	GCA_003162175.1	95.0	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003162175	99.68	0.95	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015661395.1, s__Bog-38 sp015661395, 95.0, 91.09, 0.84; GCA_003139855.1, s__Bog-38 sp003139855, 96.4034, 88.63, 0.85; GCA_003158275.1, s__Bog-38 sp003158275, 96.4034, 88.08, 0.61; GCA_015660915.1, s__Bog-38 sp015660915, 95.0, 80.48, 0.61; GCA_003170935.1, s__Bog-38 sp003170935, 95.0, 78.99, 0.31	81.56	11	N/A	N/A
